timestamp,cpu_cores_busy,rss_mb,network_recv_mb_s,network_send_mb_s,disk_read_mb_s,disk_write_mb_s,num_fds,active_read_tasks,active_rechunk_tasks,active_compute_tasks,active_store_tasks,active_other_tasks,sources_started,sources_finished
1788468375.5322862,1.768968808951977,2558.8515625,4.679102800763162,0.20798956525634485,0.0,0.0,98.0,0,0,0,0,16,8,8
1788468376.5315144,1.7713670719174672,2576.1328125,8.24528932608331,0.20376481693086748,0.0,0.0,98.0,0,0,0,0,16,9,8
1788468377.5320857,1.7490008816449885,2588.68359375,8.230783234446113,0.16312912526508924,0.0,0.0,98.0,0,0,0,0,16,10,9
1788468378.5315003,1.721007335903587,2595.35546875,6.513914026960418,0.15985117784538516,0.0,0.0,98.0,0,0,0,0,16,10,10
1788468379.5320892,1.30922900303906,2590.98046875,1.965518276657261,0.04925688159524435,0.0,0.0,98.0,0,0,0,0,16,11,10
1788468380.5315092,1.3007545318068732,2601.0,4.551370974917883,0.1371311283195499,0.0,0.00390851722297752,98.0,0,0,0,0,16,11,11
1788468381.5321195,1.51907283152371,2605.08984375,5.699369815176284,0.16754605343418325,0.0,0.0,98.0,1,0,0,0,15,12,11
1788468382.531509,1.4708981156526328,2660.828125,5.133684006867788,0.1471120724720003,0.0,0.0,98.0,1,0,2,0,13,12,12
1788468383.5315025,2.240014419648497,2735.6953125,9.741342310009568,0.18865611403347943,0.0,0.0,98.0,1,0,5,0,10,13,12
1788468384.5321002,1.8588889135106585,2794.9375,5.310156688018593,0.1530400106175856,0.0,0.0,98.0,1,0,1,0,14,14,13
1788468385.5317304,1.7206362692962336,2799.32421875,5.9733840748548745,0.16710357132890966,0.0,0.01563078006264619,98.0,0,0,0,0,16,14,14
1788468386.5323803,1.6689153234548784,2809.5234375,7.181018958644565,0.1913543624896653,0.0,0.0,98.0,0,0,0,0,16,15,14
1788468387.5320144,1.520556481885819,2809.5234375,4.477272179793354,0.14230023166074734,0.0,0.0,98.0,0,0,0,0,16,16,15
1788468388.5318253,1.7603328189672,2809.5234375,7.105383531842411,0.160140750793309,0.0,0.0,98.0,0,0,0,0,16,16,16
1788468389.532003,1.669703424203109,2815.5234375,6.82267787575306,0.15219464659411605,0.0,0.0,98.0,0,0,0,0,16,17,16
1788468390.5316386,1.3604956334420284,2818.5078125,2.8005197511147744,0.13688973606030944,0.0,0.003907673579509136,98.0,1,0,0,0,15,17,17
1788468391.5322034,1.8789387498144319,2838.2421875,7.238893285228561,0.18670980560076994,0.0,0.02732831459587154,98.0,1,0,1,0,14,18,18
1788468392.5312803,1.981829539293228,2956.99609375,6.9960758222541255,0.1711594413177448,0.0,0.0,98.0,0,0,2,0,14,19,18
